feature	Actinobacteriota	Bacteroidota	Campylobacterota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Patescibacteria	Proteobacteria	Verrucomicrobiota
run04-161	0.162123662123662	0.23966273966274	0.000115500115500115	0	0.000192500192500193	0.573727573727574	0.00589050589050589	0	0.0182875182875183	0
run04-162	0.0633677019022846	0.268607602870663	0	0.000689460653734056	0.00247579052931775	0.644802406844464	0	0	0.0172051772227271	0.00285185997680905
run04-163	0.171840681855434	0.12915915423701	0	0.00216357974102606	0	0.528306834945091	0.00603179806589084	0	0.106343222422554	0.0561547287329946
run04-164	0.107551378802981	0.171436707959561	0	0.0041292894774313	0.00711946461626086	0.594522758555223	0	0	0.115240400588542	0
run04-165	0.0317382995465957	0.120545583992206	0	0	0.0111290141267284	0.38307040881328	0.246636939333758	0	0.166672911904673	0.0402068422827594
run04-166	0.00986746073451276	0.150931278098908	0	0	0	0.66765925147428	0.0324633619431307	0	0.139078647749168	0
run04-167	0.0760971830206431	0.168963418008744	0	0.000498090652498755	0.00976811112955891	0.733217112181084	0.00011068681166639	5.5343405833195e-05	0.0112900547899718	0
run04-168	0.0847691855336666	0.143604822111144	0	0	0.00164657453690091	0.758629814760365	0	0	0.00893854748603352	0.00241105557189062
run04-169	0.05153729491245	0.135833448228319	0	0	0.00231628291741348	0.7656418033917	0.0288156624844892	8.27243899076244e-05	0.0157727836757204	0
run04-170	0.0541128107830349	0.217992806039764	0.00023716352424997	0	0	0.65200205541721	0.000592908810624926	0.000316218032333294	0.0730858927230325	0.00166014466974979
run04-97	0.0455539481209837	0.217743834740773	0	0	0	0.653803451872287	0	0	0.0828987652659557	0
run04-98	0.140238723233046	0.218069649962001	0.00102820868165765	0	0.00692923241986678	0.594170503822254	0.000268228351736779	0	0.0392954535294381	0
run04-99	0.00745610165004853	0.306714903379511	0	0	0.00582370069707933	0.638401129444984	0.00154416306361952	0.00013235683402453	0.0399276449307333	0
run05-111	0.00309947643979058	0.156858638743455	0	0.0124816753926702	0	0.758366492146597	0	0	0.0691937172774869	0
run05-127	0.0168780687397709	0.0120362793235134	0	0	0	0.235338243316967	0.000170485542825968	0	0.735576923076923	0
run05-134	0.0789567561139958	0.196083871734908	0	0.0011494708470411	0.00019818462880019	0.602322723849538	0.000237821554560228	0	0.0446708153315629	0.0763803559395933
run05-162	0.00300582378358069	0.120890475295886	0	0.00657523952658275	0	0.860949339344981	0	0	0.00857912204896988	0
run05-87	0.00580360087054013	0.068917760337664	0	0	0	0.833542175031326	0.00382510057376509	0	0.0879113631867045	0
run05-88	0.0127588918989775	0.177313641527571	0	0	0.000873896705409421	0.623088350956917	0.000611727693786594	0	0.185353491217338	0
run06-101	0.233189338984432	0.157796071399462	0.00016301247045399	0	0.0030972369386258	0.588026734045154	0	0.000244518705680985	0.0174830874561904	0
