feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Campylobacter	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalicoccus	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Mogibacterium	X.Eubacterium._brachy_group	X.Eubacterium._nodatum_group	Anaerococcus	Finegoldia	Peptoniphilus	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	TM7x	f__Xanthobacteraceae.g__unassigned	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Neisseria	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter	Haemophilus	Pseudomonas	Akkermansia	Alloscardovia	f__Barnesiellaceae.g__uncultured	Dysgonomonas	Muribaculaceae	Porphyromonas	Alloprevotella	Abiotrophia	Lacticaseibacillus	Leuconostoc	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	f__Christensenellaceae.g__unassigned	Anaerofustis	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	Oribacterium	Robinsoniella	X.Eubacterium._fissicatena_group	X.Eubacterium._ruminantium_group	Pseudoflavonifractor	CAG.352	Candidatus_Soleaferrea	Paludicola	X.Clostridium._methylpentosum_group	Family_XIII_UCG.001	Parvimonas	Clostridioides	Anaeroglobus	Citrobacter	o__Enterobacterales.f__unassigned.g__unassigned	Azotobacter
run06-104	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4050	0	0	0	102	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6488	0	0	0	97	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
run06-106	0	126	18	3	0	0	0	749	0	0	9	0	0	2	0	0	4707	66	0	10	20	0	0	0	318	0	0	0	20	0	0	0	0	112	0	2	0	8	4	0	4	0	0	0	0	0	14	0	0	0	0	28	0	0	0	116	70	1386	97	1120	617	0	0	162	28	0	0	112	0	0	47	112	523	46	0	298	0	34	18	175	0	0	24	0	395	395	5	45	91	5	5	0	0	0	154	196	24	13	16	0	0	3160	0	66	103	46	763	8	0	2	6	3	11	3	5	0	0	0	0	0	0	45	0	0	7	0	180	0	0	0	0	2	0	0	0	0	0	0	0	689	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	4	0	3	0	2	0	0	0	0	0	0	0
run06-107	0	549	0	0	0	0	0	0	0	0	11	0	0	0	92	0	3254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	1009	0	149	0	0	5	73	0	0	0	0	0	0	12	39	0	46	2550	0	0	1256	0	0	0	0	0	10	737	13	0	0	0	0	16	0	490	6	0	0	13	0	0	0	4210	884	112	23	3	89	419	61	0	70	4	0	0	0	0	107	0	0	0	0	32	0	917	2	0	0	0	0	0	26	0	0	0	0	0	0	0	0	428	0	60	0	0	0	0	0	9	0	595	0	3	2	0	0	0	0	0	0	352	1	23	0	0	0	0	0	0	0	13	0	0	0	0	0	7	0	7	0	8	0	0	0	0	0	0	0	6	0	17	0	0	0	0	0	11	26	0	0
run06-109	31	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	4398	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	20	0	0	0	191	0	0	0	0	0	0	0	0	64	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13916	0	15	0	0
run06-112	0	2243	0	0	0	0	0	1039	22	15	0	2	6	0	0	0	666	72	0	0	54	0	0	0	669	0	0	0	68	0	0	0	39	0	0	0	0	0	0	0	181	0	51	0	0	19	11	0	56	0	0	140	0	0	40	233	233	700	0	105	34	9	0	154	10	0	5	39	34	0	248	0	46	0	0	61	230	0	88	233	24	14	14	299	30	479	32	34	5	38	31	28	50	6	306	26	28	0	0	0	16	1398	0	20	16	217	181	32	0	3	6	6	202	0	15	0	3	2	0	0	0	44	0	48	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	82	0	694	11	38	0	0	0	0	35	0	0	0	0	0	0	0	0	3	0	0	0	9	7	0	0	0	0	4	9	0	1756	8	4	0	0	0	0	0	10	0	0
run06-113	168	163	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2608	0	0	0	421	12	0	3	0	0	0	0	13073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4623	16	0	0	0	0	0	0	0	0	142	0	0	0	0	0	14	0	0	0	0	0	0	0	0	4	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-114	248	10	0	15	217	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	190	0	0	0	0	0	625	0	0	0	0	0	0	0	2	442	464	0	0	7	1144	12	0	0	0	4	0	0	0	0	2	0	0	9	0	0	0	4	0	21	0	4210	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	6	0	0	4	2	0	0	0	0	0	8	0	0	0	8	21	0	0	0	2	0	5	0	0	39	0	415	12	0	616	0	6	0	0	0	0	0	0	3	44	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1297	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	1426	0	0	0	0
run06-116	10	238	0	13	0	0	0	652	3	0	194	0	6	0	0	0	3407	0	229	213	109	59	0	0	39	34	0	34	60	0	0	0	9	0	0	0	0	7	0	0	47	0	3	0	0	0	8	0	0	0	0	0	0	0	6	0	24	1486	0	0	0	27	0	1154	0	0	16	665	0	0	0	0	0	100	0	0	185	0	0	393	0	0	144	100	1195	352	107	83	20	31	36	0	53	0	78	0	0	14	0	0	0	1887	0	37	0	0	771	11	0	0	22	0	0	0	0	0	0	0	0	0	0	29	0	18	4	0	186	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	17	0	10	10	0	0	0	10	0	0	0	0	0	0	21	5	2
run06-117	3	41	38	16	5	0	0	633	0	0	7	30	0	0	54	51	3010	160	104	155	28	149	0	0	245	103	0	8	80	160	0	0	0	387	0	0	41	2	0	0	0	3	0	0	0	0	66	19	28	7	0	244	10	64	58	197	1060	1916	0	97	809	4	0	604	0	0	0	311	416	0	123	13	115	110	0	1127	0	0	101	313	0	4	117	64	286	1280	37	43	24	0	14	371	0	0	313	84	137	2	77	2	0	6020	0	137	0	20	217	0	0	0	2	3	283	25	151	2	0	0	18	8	0	2	0	0	0	0	230	0	0	0	0	85	0	0	0	0	307	26	0	26	116	0	0	0	0	0	60	7	308	0	0	0	106	9	8	24	0	0	0	0	0	0	13	98	0	0	0	0	0	0	0	3	0	0	13	2	0	0	0	0	7
run06-118	18	0	0	19	11	0	0	804	0	0	0	0	3	0	0	0	5300	0	0	0	0	0	0	0	35	60	0	0	45	0	0	0	0	76	0	0	0	0	0	0	0	0	3	0	7	0	466	0	0	0	2	0	0	0	2	356	366	1624	0	93	395	0	0	78	0	0	45	1418	84	6	38	0	206	0	26	515	0	256	37	142	16	4	61	0	498	2015	84	64	112	0	138	202	0	0	22	216	0	0	64	0	0	15	0	0	0	483	25	2	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	718	0	183	0	0	0	0	0	0	0	330	0	2	0	0	0	0	0	0	3656	0	0	0	0	0	0	0	0	0	3	33	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-121	19	16	0	109	2	0	0	474	0	0	1362	0	6	0	0	0	3272	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	430	35	0	0	0	22	0	0	0	0	4	1894	0	0	0	58	0	35	0	0	484	1112	33	0	2	0	784	0	0	6	57	0	68	17	0	0	431	931	907	1231	0	79	15	98	33	0	0	0	119	0	3	0	5	0	3	230	56	26	0	0	30	13	5	0	0	0	8	0	0	0	0	0	0	0	0	523	0	0	0	5	0	0	0	6	0	51	0	0	0	0	24	0	0	0	113	333	384	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	8	0	0	0	119	0	0	0	0
run06-123	0	18	0	13	0	3	0	95	20	14	3	4	2	37	126	56	864	24	2	13	30	76	611	2439	128	106	0	0	9	157	6	0	0	4	0	0	0	0	0	0	0	0	150	6	0	0	52	0	0	0	0	26	0	0	5	155	447	2257	0	12	269	4	0	24	4	25	5	629	0	13	65	0	34	30	68	97	0	0	0	749	0	0	91	0	106	354	0	73	41	2	14	116	7	7	247	72	85	5	39	12	0	1746	0	70	0	106	55	2	0	0	0	0	302	0	30	93	0	0	0	3	0	36	10	0	0	0	175	0	11	0	0	0	0	2	0	0	9	5	0	11	25	183	0	156	0	0	0	6	53	0	0	0	0	0	1864	0	11	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	3	5	0	5	0	0	0
run06-124	0	757	0	0	0	0	0	466	0	22	97	0	0	0	0	13	1798	207	0	0	0	0	0	0	185	29	0	0	0	0	0	0	0	29	0	0	0	0	0	0	17	0	21	0	0	0	56	0	0	0	0	0	0	0	651	0	231	3401	0	29	638	0	0	273	8	0	6	98	0	0	73	295	84	7	15	105	18	0	112	223	0	0	0	74	311	190	24	16	25	40	2	5	0	48	146	0	0	0	0	6	2	530	31	173	24	25	0	23	0	0	8	0	27	0	7	0	0	0	0	0	0	41	0	0	0	0	0	0	0	45	0	6	0	0	0	0	0	0	0	0	62	23	0	69	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	30	0
run06-125	0	2043	0	0	0	0	0	0	0	0	96	0	0	0	0	0	2491	0	0	0	0	0	0	0	20	45	0	0	0	0	0	0	0	346	0	0	0	0	0	0	13	0	6	0	3	0	15	2	0	0	0	0	0	0	0	98	1143	2164	0	230	0	0	0	33	0	12	73	356	0	0	0	0	35	0	0	129	0	2	38	132	0	0	0	759	585	190	0	36	0	7	7	0	34	0	7	0	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	33	0	0	27	3	0	0	130	0	0	0	68	0	0	7	0	0	0	0	0	0	0	23	108	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
run06-126	128	364	3	117	0	0	0	72	0	6	0	0	0	0	84	0	802	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	3	573	95	0	76	0	0	0	0	5	0	0	1997	0	0	386	9	0	0	0	0	0	95	0	0	0	0	0	114	7	0	13	0	0	0	0	0	0	234	4183	21	0	18	441	506	0	0	2	0	13	3	0	0	0	0	0	490	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	16	8	0	122	3	10	6	0	0	0	0	0	77	2927	0	0	0	0	28	0	0	0	0	0	0	10	0	40	19	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
run06-150	22	0	0	0	0	0	0	0	0	18	215	0	13	0	0	0	6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	47	0	42	0	0	0	46	2	0	0	0	0	0	0	0	0	51	1266	0	112	0	76	0	40	0	0	151	709	323	0	0	0	0	0	7	2416	54	0	204	0	0	0	38	990	1396	984	63	31	0	79	73	0	0	0	2	0	0	0	0	7	0	1601	0	46	0	135	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	276	2	0	0	266	0	0	0	97	0	47	0	0	0	0	0	0	0	0	104	0	0	51	0	0	4	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-151	7	311	3	6	0	0	18	0	0	73	0	0	0	0	4	0	4332	0	0	0	0	0	70	0	384	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	561	18	167	9	475	0	0	0	0	0	0	0	21	0	37	4147	0	313	47	0	0	283	0	0	38	942	20	0	347	0	0	0	0	766	0	0	0	0	0	0	207	21	0	2072	0	147	0	0	0	33	181	0	0	0	0	0	0	0	0	757	0	49	0	28	639	0	69	0	0	0	0	0	0	9	0	0	0	0	0	408	0	0	0	507	0	0	0	208	13	296	123	7	0	0	0	0	0	151	0	1231	0	4	0	0	11	0	1030	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-152	13	486	0	0	0	0	0	0	41	110	198	0	37	0	0	0	1484	8	60	0	34	0	0	0	288	47	0	0	74	0	0	0	16	31	0	0	0	3	0	62	2	0	0	0	0	0	31	0	0	0	0	57	0	5	303	83	91	1416	46	351	1093	0	0	194	9	0	2	81	6	59	109	83	57	0	35	89	0	0	14	86	42	3	61	20	323	647	36	32	28	0	11	88	26	0	522	18	148	16	47	0	0	1117	3	119	21	616	1399	4	3	4	60	4	36	5	5	0	8	0	0	0	0	129	0	556	0	0	0	0	0	43	0	45	0	0	0	0	0	0	0	118	0	0	0	0	0	0	44	0	86	2	4	0	0	0	0	0	0	0	0	0	130	2	4	0	0	0	0	0	0	0	0	0	6	0	26	0	0	0	0	0	0
run06-154	11	1133	0	8	0	0	105	2984	0	17	24	0	8	144	106	10	2553	169	5	0	24	15	18	0	54	67	0	0	47	0	1	0	25	0	0	13	0	0	41	0	5	0	0	0	0	0	232	7	0	0	0	14	0	0	11	0	170	2646	0	281	642	47	6	123	30	0	38	126	0	0	0	0	0	32	0	463	27	26	8	35	0	0	7	1014	590	497	0	98	160	38	61	27	95	29	328	19	29	33	81	4	2	1095	203	68	519	118	536	15	0	4	18	0	5	0	9	0	11	0	0	0	0	37	0	24	0	68	40	0	0	5	0	14	0	0	2	0	2	0	0	0	97	11	0	8	0	0	28	106	0	0	17	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	12	0	127	0	0	0	0	3	35	0	0	0	0	0
run06-156	0	28	0	0	0	60	501	13	0	0	0	7	0	0	2	0	1944	13	0	0	15	69	0	72	81	19	0	0	0	0	0	416	0	0	0	0	25	0	0	0	0	0	0	0	0	10	12	0	0	0	3	0	0	0	0	0	400	7348	282	523	1079	0	0	413	0	393	0	481	0	152	464	9	123	73	56	3199	0	0	0	414	48	0	111	0	84	2147	30	351	3	3	13	724	61	0	220	38	19	19	5	15	0	331	0	5	0	44	1810	0	0	0	5	0	108	0	0	0	17	0	6	0	2	0	0	0	0	0	156	0	9	123	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	59	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-162	9	1053	0	0	0	0	0	0	0	0	19	0	0	0	104	0	2084	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	366	0	213	0	0	5	76	0	0	0	0	0	0	24	38	0	46	3384	0	0	477	0	0	0	0	0	13	664	108	0	10	0	0	13	0	262	0	0	0	16	0	0	0	3742	472	187	55	0	109	242	49	0	92	0	0	0	0	0	60	0	3	50	2	28	0	1475	21	0	0	0	0	0	37	0	0	0	0	0	0	0	0	526	0	92	0	0	0	0	0	0	0	495	0	5	3	0	0	0	0	6	0	293	2	15	0	0	0	0	0	0	0	26	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	5	12	0	0
run06-164	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10985	0	0	0	0
run06-167	8	191	0	11	0	0	0	0	0	0	0	0	0	0	0	0	47	3	0	0	2	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125	0	0	0	158	0	0	2	4	2	0	0	9505	0	0	16	4	5	6	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	3	0	0	0	0	0	20	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4269	5	0	0	0	1	0	0	0	0	172	0	0	0	0	3	11	0	0	0	0	2	0	0	0	0	6	18	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-168	143	18	0	27	334	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	577	0	0	0	0	0	0	0	0	450	487	4	0	5	1155	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	5468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	67	0	693	23	0	607	0	9	0	0	0	0	0	0	0	53	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1794	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1987	0	0	0	0
run06-170	13	179	0	24	0	0	0	846	11	0	189	2	2	0	0	0	3665	0	215	206	106	48	0	0	30	48	0	33	64	0	0	0	11	0	0	0	0	12	0	0	47	0	0	0	0	0	42	0	0	0	0	0	0	0	3	0	26	1553	0	0	0	15	0	975	0	0	12	785	2	0	0	0	0	119	0	0	126	0	0	404	0	0	175	98	1352	388	104	129	29	41	35	0	35	0	81	0	0	17	0	2	0	1935	0	29	0	0	871	5	0	0	16	0	0	0	0	0	0	0	0	0	4	26	0	16	0	0	218	0	0	0	0	81	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	12	0	5	12	0	0	0	6	0	0	0	4	0	0	17	4	0
run06-171	0	20	0	0	0	0	0	503	0	0	7	17	0	0	49	28	3297	55	44	137	40	95	0	0	253	64	0	22	22	98	0	0	0	465	0	0	73	11	0	0	7	0	0	0	0	0	4	0	13	0	0	145	0	44	85	107	817	1717	0	52	461	8	10	289	0	0	22	348	264	0	30	6	88	82	0	898	0	0	106	216	0	11	74	49	254	906	34	38	13	0	6	211	11	0	178	56	70	0	33	3	0	4876	0	43	0	5	274	0	0	0	0	3	140	16	45	3	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	9	0	0	0	0	203	2	0	16	188	0	0	0	0	0	29	0	139	7	0	0	35	8	3	0	0	0	0	0	0	0	5	57	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-172	13	0	0	20	4	0	0	362	0	0	0	0	0	0	0	0	3179	0	0	0	0	0	0	0	3	31	0	0	12	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0	183	0	0	0	0	0	0	0	0	212	180	843	0	107	242	0	0	43	0	0	12	620	38	12	21	0	103	0	18	331	0	133	18	55	4	2	33	0	230	894	29	48	87	0	61	26	0	0	4	75	0	0	25	0	0	0	0	0	0	211	7	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	305	0	97	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	1548	0	0	0	0	0	0	0	0	0	0	16	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-173	4	15	0	102	0	0	0	201	0	0	741	0	0	0	0	0	3308	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	20	0	0	0	0	0	231	24	0	0	0	56	0	0	0	0	0	1055	0	0	0	25	0	5	0	0	313	559	13	0	0	0	350	0	0	0	39	0	18	0	0	0	129	710	557	571	0	76	13	73	21	0	0	0	24	0	0	0	0	0	0	127	26	16	0	0	9	7	2	0	0	0	0	0	0	2	0	0	0	0	0	325	2	0	0	4	0	0	0	7	0	26	0	0	0	0	10	0	0	0	27	328	374	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	4	0	0	0	67	0	0	0	0
run06-176	7	948	0	0	0	0	0	431	0	11	98	0	0	0	0	11	2141	297	0	0	0	0	0	0	207	0	0	0	0	0	0	0	3	27	0	3	0	0	0	0	24	0	53	0	0	0	119	0	0	0	0	2	0	0	1479	0	181	2577	0	33	455	0	0	202	7	0	7	52	0	0	64	228	62	5	2	59	9	2	82	256	4	0	0	54	268	130	33	19	21	37	3	0	2	39	91	0	3	0	0	4	0	587	59	24	24	22	0	29	0	0	6	0	39	0	8	0	0	0	0	0	0	85	0	0	0	0	0	0	0	86	0	14	0	0	0	0	0	0	0	0	65	41	0	231	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
run06-177	5	2640	0	15	0	0	0	0	0	0	94	0	2	0	0	0	3498	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	2	403	0	0	0	0	0	0	15	0	5	0	6	0	264	16	0	0	0	0	0	0	0	95	1393	2424	0	289	0	0	0	22	0	22	24	262	0	0	0	0	54	0	0	251	0	6	45	16	0	0	0	727	868	127	0	47	0	2	11	0	20	0	0	0	0	0	0	0	0	2357	0	0	0	0	0	4	0	0	0	0	0	3	0	5	0	0	13	0	0	2	0	0	0	295	0	0	0	190	0	20	13	0	0	0	0	0	0	0	56	128	3	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
run06-179	54	761	0	46	0	0	0	80	0	0	0	0	0	0	51	0	2155	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	9	0	0	0	0	0	0	0	57	3	0	0	0	6	809	49	0	51	0	0	0	0	0	0	3	1788	0	0	557	20	0	0	0	0	0	80	0	0	0	0	0	102	4	0	11	0	0	0	0	0	0	139	4153	43	0	23	400	537	0	0	8	0	18	2	0	0	0	0	0	595	0	0	0	0	848	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	14	26	0	108	0	3	8	0	0	0	0	0	117	3151	0	0	0	0	12	0	0	0	0	0	0	0	0	21	19	0	27	102	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3
run06-180	55	0	0	9	0	0	0	98	0	0	0	0	0	0	0	0	2757	0	0	0	0	0	0	2	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	101	0	0	0	5	9	0	0	0	0	0	6112	0	77	0	103	0	0	0	75	2	480	0	170	0	142	86	168	76	221	37	0	0	446	28	0	36	0	0	3112	9	16	12	0	0	0	20	15	413	289	177	0	0	3	0	28	0	10	0	0	132	0	12	0	15	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	11	0	0	0	0	25	0	9	0	0	0	0	0	36	0	12	0	30	0	0	0	8	0	12	0	0	0	0	0	8	0	0	43	0	0	95	0	10	0	0	0	0	0	0	0	0
