feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Patescibacteria
run02-173	-3.84871749746993	-10.4822317430232	-13.8474489039824	-15.3571395900055	-0.371282431380867	-15.3637013070884	-2.67303782130181	-15.5083312572928	-15.6805518260777	-15.3571395900055
run06-111	-5.73475788461675	-2.87689506084862	-13.8474489039824	-10.1305062127958	-0.691922256325802	-7.00122319585082	-2.41729155979724	-5.05582952650129	-13.4524343076831	-15.3571395900055
run06-166	-5.94210596692407	-2.15228849049213	-12.0081951573818	-9.68626706249448	-0.672246592179549	-9.593157658103	-4.11539939165911	-3.82001845138331	-15.6805518260777	-15.3571395900055
4004.III.2.lib30	-6.45431067689203	-1.77459687738215	-13.8474489039824	-15.3571395900055	-0.841503371679592	-9.11019496354381	-2.87356885910684	-15.5083312572928	-15.6805518260777	-15.3571395900055
4004.V.3.lib30	-6.27986089684055	-1.66255549872829	-13.8474489039824	-15.3571395900055	-0.799050900122632	-9.14493131675444	-3.39961714129777	-15.5083312572928	-15.6805518260777	-15.3571395900055
4004.VI.4.lib30	-4.99946477645801	-2.28950661719498	-13.8474489039824	-15.3571395900055	-0.563377294834615	-8.6411820554764	-3.55686576954292	-15.5083312572928	-15.6805518260777	-15.3571395900055
4011.3.rerun.lib32	-4.30735231510581	-11.4822317430232	-13.8474489039824	-15.3571395900055	-1.38186037112435	-15.3637013070884	-0.823063614415196	-10.8864586957037	-15.6805518260777	-15.3571395900055
4011.4.rerun.lib32	-2.89102159622841	-11.4822317430232	-13.8474489039824	-15.3571395900055	-1.44580514084373	-15.3637013070884	-1.00547899165805	-15.5083312572928	-15.6805518260777	-15.3571395900055
4011.III.2.lib30	-4.31330352229561	-11.4822317430232	-13.8474489039824	-15.3571395900055	-2.37242115697468	-15.3637013070884	-0.403231679442411	-11.2297801667333	-15.6805518260777	-15.3571395900055
4029.2.lib29	-11.1715136342121	-7.40434780227015	-13.8474489039824	-12.286990851632	-5.78980431099927	-15.3637013070884	-0.0359523244184555	-15.5083312572928	-15.6805518260777	-15.3571395900055
4029.3.lib29	-8.39489136644259	-6.05860797857815	-13.8474489039824	-15.3571395900055	-3.83010674765906	-15.3637013070884	-0.133344880717715	-15.5083312572928	-15.6805518260777	-15.3571395900055
4029.4.lib29	-11.0105572438828	-7.19891496342207	-13.8474489039824	-15.3571395900055	-4.19624182009496	-15.3637013070884	-0.092097709684187	-15.5083312572928	-15.6805518260777	-15.3571395900055
4034.2.lib29	-6.70104860723864	-2.47438971054871	-13.8474489039824	-15.3571395900055	-0.406562339839887	-15.3637013070884	-4.15773380387598	-15.5083312572928	-15.6805518260777	-15.3571395900055
4034.3.lib29	-7.52285699877893	-2.0830844675134	-13.8474489039824	-15.3571395900055	-0.494640498142056	-15.3637013070884	-4.42683778624178	-8.75066291630174	-15.6805518260777	-15.3571395900055
4034.4.lib29	-7.82127679946304	-1.40842244568158	-13.8474489039824	-15.3571395900055	-0.77265809424286	-15.3637013070884	-4.89895616328491	-15.5083312572928	-15.6805518260777	-15.3571395900055
4041.2.lib29	-3.56289224261608	-2.15609157493093	-13.8474489039824	-15.3571395900055	-0.575565372449924	-15.3637013070884	-5.91367520017563	-8.19725698341351	-15.6805518260777	-15.3571395900055
4041.3.lib29	-3.37771987620694	-2.32182656457022	-13.8474489039824	-15.3571395900055	-0.53904617634593	-15.3637013070884	-6.34330629198067	-8.27095544775598	-15.6805518260777	-15.3571395900055
4041.4.lib29	-3.99954453194858	-1.94086944961426	-13.8474489039824	-15.3571395900055	-0.600563378888809	-15.3637013070884	-6.09751969151188	-8.41944778639924	-15.6805518260777	-15.3571395900055
4061.2.lib29	-8.8253746896473	-1.96071232942808	-13.8474489039824	-15.3571395900055	-1.09986422844987	-10.3883108840385	-1.86992596208172	-15.5083312572928	-15.6805518260777	-15.3571395900055
4061.3.lib29	-8.57411511848416	-1.65860496002312	-13.8474489039824	-15.3571395900055	-1.06151890021947	-11.3494088313095	-2.31386950983716	-15.5083312572928	-15.6805518260777	-15.3571395900055
4061.4.lib29	-8.42091718951873	-1.24970247559891	-13.8474489039824	-15.3571395900055	-1.31073050470939	-11.0058796902399	-2.53162065392495	-15.5083312572928	-15.6805518260777	-15.3571395900055
4082.2.lib29	-8.16247696541223	-2.55721163819669	-13.8474489039824	-10.0045973056305	-0.749568735811784	-2.36285392322519	-5.04813260634724	-7.32872630871115	-15.6805518260777	-15.3571395900055
4082.3.lib29	-8.32967297204265	-1.92508139797037	-13.8474489039824	-9.15438905476169	-0.845625832981633	-3.12901484306073	-4.74643721604096	-5.3940778806432	-15.6805518260777	-15.3571395900055
4082.4.lib29	-8.92895010752652	-1.51714491410916	-13.8474489039824	-9.46951848888922	-1.2412828232713	-2.71409135887548	-4.51532217850234	-5.15636060362959	-15.6805518260777	-15.3571395900055
4084.2.lib29	-6.35235246278688	-2.10158033118695	-13.8474489039824	-5.23965233003751	-0.54564174482164	-13.4112461518404	-4.58258072353743	-9.50435555623192	-15.6805518260777	-15.3571395900055
4084.3.lib29	-6.91743732269636	-1.63852059482292	-13.8474489039824	-5.44923781184806	-0.780005495750505	-12.0175739939818	-3.96935960937377	-10.0175739939818	-12.754539588148	-13.3395020888692
4084.4.lib29	-6.47422613300359	-1.61596775875364	-13.8474489039824	-5.7191400082693	-0.79477219558214	-15.3637013070884	-3.92822103026602	-9.47959930510244	-15.6805518260777	-15.3571395900055
4135.2.lib29	-8.11216303384152	-1.46874409063504	-13.8474489039824	-15.3571395900055	-0.772447969463364	-15.3637013070884	-4.33159841267145	-15.5083312572928	-15.6805518260777	-15.3571395900055
4135.3.lib29	-8.30768872810411	-1.46660435451939	-13.8474489039824	-15.3571395900055	-0.75529408983938	-15.3637013070884	-4.5534953298948	-15.5083312572928	-15.6805518260777	-15.3571395900055
4135.4.lib29	-9.50089428117112	-1.2695467643645	-13.8474489039824	-15.3571395900055	-0.903429756173569	-15.3637013070884	-4.34474465837347	-15.5083312572928	-15.6805518260777	-15.3571395900055
4136.2.lib29	-11.8419012554597	-2.19752990944281	-13.8474489039824	-15.3571395900055	-0.53555470177121	-15.3637013070884	-3.44499072138047	-15.5083312572928	-15.6805518260777	-15.3571395900055
4136.3.lib29	-9.17592374206376	-2.05330749137741	-13.8474489039824	-15.3571395900055	-0.704913687662388	-15.3637013070884	-2.7972544902886	-15.5083312572928	-15.6805518260777	-15.3571395900055
4136.4.lib29	-11.256149705513	-2.01297572204002	-13.8474489039824	-15.3571395900055	-0.609771005969536	-15.3637013070884	-3.37289547417169	-15.5083312572928	-15.6805518260777	-15.3571395900055
4160.2.lib29	-8.59417528752636	-0.776807849687714	-13.8474489039824	-15.3571395900055	-1.29336516454258	-15.3637013070884	-7.44036995144733	-15.5083312572928	-15.6805518260777	-15.3571395900055
4160.3.lib29	-14.4767462039395	-0.810453377634931	-13.8474489039824	-15.3571395900055	-1.23911773838912	-15.3637013070884	-7.34151557206119	-15.5083312572928	-15.6805518260777	-15.3571395900055
4160.4.lib29	-14.4767462039395	-0.853835813798797	-13.8474489039824	-15.3571395900055	-1.18317314502531	-15.3637013070884	-7.30893882164803	-15.5083312572928	-15.6805518260777	-15.3571395900055
4161.2.lib29	-9.37677107790064	-5.76915983823428	-13.8474489039824	-15.3571395900055	-0.822425091910641	-10.4326243126342	-1.2726202349033	-15.5083312572928	-14.6805518260777	-15.3571395900055
4161.3.lib29	-8.90309162557147	-4.83806181225656	-13.8474489039824	-15.3571395900055	-0.637841665105848	-8.85654903963444	-1.65236608186434	-15.5083312572928	-15.6805518260777	-15.3571395900055
4161.4.lib29	-8.37269235051966	-4.75191977385798	-13.8474489039824	-15.3571395900055	-0.355972482227052	-8.89054065538228	-2.50369836266967	-15.5083312572928	-13.3499722740196	-15.3571395900055
4191.2.lib29	-7.20971799129828	-1.73039494480018	-13.8474489039824	-8.11497750132787	-1.12340761585884	-10.0907299550812	-2.13789165801133	-9.78816718506077	-15.6805518260777	-15.3571395900055
4191.3.lib29	-7.43156724752233	-1.2006661677756	-13.8474489039824	-8.54404197678074	-1.42145879404804	-13.7534953424097	-2.47021402542621	-8.5969908567297	-15.6805518260777	-15.3571395900055
4191.4.lib29	-8.12614849038276	-1.12840446432313	-13.8474489039824	-8.70557280756249	-1.64419385511933	-15.3637013070884	-2.21059081854819	-10.9005887899676	-13.1485163034112	-15.3571395900055
M001.AS	-6.5298209465287	-2.44040102375614	-6.57490883605723	-15.3571395900055	-0.422744736525203	-15.3637013070884	-4.36731341664887	-15.5083312572928	-15.6805518260777	-15.3571395900055
M002.AS	-5.87024109797789	-1.82705274136483	-13.8474489039824	-4.9635915743126	-1.25486728436064	-2.41048080977751	-4.04033559892588	-9.81004631605914	-15.6805518260777	-15.3571395900055
M002.SI	-6.14248790729869	-2.55073312249462	-13.8474489039824	-6.67943778904464	-0.679979985746622	-2.87043171368418	-4.52015289312214	-10.0877449427043	-15.6805518260777	-15.3571395900055
M003.SI	-8.36173740173748	-1.49442231798275	-9.24756638181817	-6.57145599303882	-1.28605377417657	-15.3637013070884	-2.1875754074087	-11.7711283378752	-15.6805518260777	-15.3571395900055
M004.AS	-4.74409266356036	-1.88940385596451	-12.6267357129222	-8.85063172484904	-0.598933361960388	-14.3637013070884	-5.05157467949681	-15.5083312572928	-15.6805518260777	-15.3571395900055
M004.SI	-4.66108108123269	-1.64684303605117	-10.7153770585478	-8.02506155768044	-0.687659514076817	-15.3637013070884	-5.98005182276288	-15.5083312572928	-15.6805518260777	-15.3571395900055
M005.AS	-8.12537433115962	-1.2321494199844	-13.8474489039824	-4.79762890967695	-1.45495054838069	-15.3637013070884	-4.68461000676241	-2.93096567144957	-15.6805518260777	-15.3571395900055
M006.AS	-5.13042873714295	-2.20704157682318	-13.8474489039824	-8.56994044529789	-0.577231501966927	-12.468793721841	-3.61146063395963	-15.5083312572928	-15.6805518260777	-15.3571395900055
M006.SI	-6.00732814944259	-2.63403071958332	-13.8474489039824	-8.74965550464425	-0.485063177362255	-11.7192818556007	-3.23580194029606	-15.5083312572928	-15.6805518260777	-12.9823162614345
M007.AS	-13.4767462039395	-3.07853694247261	-13.8474489039824	-15.3571395900055	-2.44297908909308	-4.02039178883118	-0.652881431370837	-15.5083312572928	-15.6805518260777	-15.3571395900055
M007.SI	-11.7903484967519	-1.74527144481697	-13.8474489039824	-8.8834579011434	-1.35181651899033	-2.39856789073875	-3.0847161093905	-15.5083312572928	-15.6805518260777	-15.3571395900055
M008.SI	-9.04934437504708	-1.78013109695764	-13.8474489039824	-7.48230378232318	-0.794578184976436	-15.3637013070884	-3.15857344480184	-6.28066992115353	-15.6805518260777	-15.3571395900055
M009.SI	-11.60416709974	-1.15932475283044	-13.8474489039824	-7.06500828863195	-1.08412142071107	-15.3637013070884	-4.55704318762596	-5.04319745464063	-15.6805518260777	-15.3571395900055
M010.SI	-9.3770658920566	-3.75550237690033	-13.8474489039824	-12.2839564876651	-0.293675212304793	-14.2839564876651	-3.20580567993046	-15.5083312572928	-15.6805518260777	-15.3571395900055
M012.SI	-6.31210761927596	-2.26310740009326	-9.19384473765614	-9.04184164421109	-0.545653623660383	-15.3637013070884	-3.59779305827318	-7.00036500823494	-15.6805518260777	-15.3571395900055
M013.AS	-6.7109181551811	-2.8413902762436	-13.8474489039824	-10.5310971175963	-0.267192207170752	-15.3637013070884	-5.69399485214464	-15.5083312572928	-15.6805518260777	-15.3571395900055
M013.SI	-7.21569865308076	-2.89803573510895	-11.3909570988261	-9.43986669930706	-0.254649485534409	-15.3637013070884	-5.71664711250968	-13.2978476944346	-15.6805518260777	-15.3571395900055
M014.AS	-5.43881267524567	-2.3540442079811	-13.8474489039824	-9.14166291197744	-0.408205407500659	-15.3637013070884	-5.27720758268932	-15.5083312572928	-15.6805518260777	-12.0802623673133
M014.SI	-5.60468400261517	-2.20475339572654	-13.8474489039824	-10.0771717740779	-0.434919470005783	-13.5690248704076	-5.52053799641526	-15.5083312572928	-15.6805518260777	-15.3571395900055
M015.AS	-6.35335162993567	-2.28518360836923	-8.36243092384654	-6.62765288891809	-0.457150292656352	-15.3637013070884	-4.90101348928539	-7.04634370754823	-15.6805518260777	-15.3571395900055
M015.SI	-6.56697966681578	-2.46110926321595	-7.7086884258089	-7.56998215497731	-0.383620263724321	-15.3637013070884	-5.34373053818522	-7.22894523714224	-15.6805518260777	-15.3571395900055
M016.AS	-9.29938416087463	-2.66331731920547	-11.4148613782946	-8.81849411430116	-0.299910652356968	-15.3637013070884	-5.31632792433303	-10.7627846817149	-15.6805518260777	-15.3571395900055
M016.SI	-8.85285075589563	-2.06825439811415	-10.174778850783	-9.67727919131218	-0.615795485878598	-15.3637013070884	-3.263651262288	-10.6772791913122	-15.6805518260777	-15.3571395900055
M017.AS	-6.40094561040053	-1.79930436853274	-6.3568904303226	-7.76831667604906	-0.678945647972223	-15.3637013070884	-5.4521709337557	-4.77192792960144	-15.6805518260777	-15.3571395900055
M017.SI	-5.77528929831511	-1.97581366968709	-6.68690230416603	-5.06305079005128	-0.904790263341109	-7.55155045127114	-3.31900423499468	-4.37327580660841	-15.6805518260777	-15.3571395900055
M022.AS	-5.6976321342224	-1.89148911969908	-13.8474489039824	-9.99267693495882	-0.570612168786007	-11.4914827919303	-4.77425341582532	-15.5083312572928	-15.6805518260777	-15.3571395900055
M022.SI	-5.57040864436949	-2.01135449777947	-13.8474489039824	-9.56088587025099	-0.53305260666193	-13.8088133836946	-4.70159630810319	-15.5083312572928	-15.6805518260777	-15.3571395900055
M023.AS	-6.27813807054141	-2.75936934086748	-9.49953928947481	-12.6150165068947	-0.351209379785012	-15.3637013070884	-4.21200448331975	-15.5083312572928	-15.6805518260777	-15.3571395900055
M023.SI	-5.9704657632063	-2.46769905673055	-9.31193404448931	-15.3571395900055	-0.437958701902192	-15.3637013070884	-3.97759980581695	-14.5083312572928	-15.6805518260777	-15.3571395900055
P301CA1R.lib20	-3.75309113487912	-1.66630238962565	-8.90636778529626	-6.90636778529626	-0.871030760206571	-15.3637013070884	-4.48741523601403	-6.79330512080962	-15.6805518260777	-15.3571395900055
P301SI1R.lib20	-5.07457226802348	-1.55530040233519	-8.26219927119925	-7.23049041147191	-0.858287767512526	-15.3637013070884	-4.18419675919798	-6.20715790764129	-15.6805518260777	-15.3571395900055
P302CA1R.lib21	-4.62484529189419	-2.54019888444035	-5.62948170201491	-8.36438482972423	-0.471473444908559	-15.3637013070884	-4.56885534306341	-10.0342362280319	-15.6805518260777	-15.3571395900055
P302SI1R.lib21	-5.03398218369849	-2.59050287364419	-4.9311643298336	-8.12611502453465	-0.462907141721561	-15.3637013070884	-4.63300027964106	-9.62294661497714	-15.6805518260777	-15.3571395900055
P304CA1R.lib21	-6.73323643002238	-3.6047216894997	-13.8474489039824	-15.3571395900055	-0.288645904336952	-15.3637013070884	-3.48013036787945	-15.5083312572928	-13.064153308137	-15.3571395900055
P304SI1R.lib21	-5.49991821458807	-3.25543998084638	-13.8474489039824	-11.4359017217169	-0.394470718264071	-15.3637013070884	-3.16443869381254	-15.5083312572928	-10.9053870050181	-15.3571395900055
P305CA1R.2.lib21	-7.91106882650321	-1.31407523873361	-13.8474489039824	-8.19117674569595	-1.37800634832414	-10.6766035728662	-2.28715148378182	-15.5083312572928	-15.6805518260777	-15.3571395900055
P305SI1R.lib20	-7.4441446407361	-0.859182140014947	-13.8474489039824	-10.5526690975143	-2.17112614632969	-12.5526690975143	-2.19127356434838	-15.5083312572928	-15.6805518260777	-9.74531417545667
P306CA1R.lib21	-5.88258340798682	-1.65067151964881	-9.60786719710539	-7.30467566479961	-0.715593697569054	-7.08633007652587	-4.68248025787948	-9.20451150287418	-15.6805518260777	-15.3571395900055
P306SI1R.lib21	-6.66903170752389	-1.42948257482145	-10.019528954608	-6.20760130276059	-0.858593084265073	-9.48901423790924	-4.34773237492187	-8.69120308852251	-15.6805518260777	-15.3571395900055
P307CA1R.lib21	-5.22018504760663	-2.37475228170032	-8.04077579682093	-9.13699111208023	-0.482355083552262	-15.3637013070884	-4.1261495524328	-9.1876171851502	-15.6805518260777	-15.3571395900055
P307SI1R.lib21	-6.42690982291803	-2.63309395451414	-8.40488351658803	-8.42690982291803	-0.402750424794386	-15.3637013070884	-3.96949737191738	-9.86431513522533	-15.6805518260777	-15.3571395900055
P308CA1R.lib21	-7.15286235681003	-2.68355727748872	-9.28691032192374	-9.21290974047997	-0.503550170287287	-15.3637013070884	-5.66447311578392	-3.19833127555707	-15.6805518260777	-15.3571395900055
P308SI1R.lib20	-6.9022031054968	-1.9306209762966	-9.87344411251538	-8.42093190781787	-0.742805815958399	-15.3637013070884	-5.7290542031802	-3.1987872232453	-15.6805518260777	-15.3571395900055
P310CA1R.lib21	-6.33569485992759	-2.29552969707514	-7.75073235920644	-15.3571395900055	-0.559486167777346	-15.3637013070884	-3.34597783318945	-8.70766363731455	-15.6805518260777	-15.3571395900055
P310SI1R.lib21	-6.25733171434277	-2.26810618593695	-7.74275854151302	-11.4797241356792	-0.559040462780259	-15.3637013070884	-3.42504445558304	-8.67236921362162	-15.6805518260777	-15.3571395900055
P314CA1R.lib21	-5.52508458948689	-2.57546584520656	-10.6574177027918	-15.3571395900055	-0.506542155352479	-15.3637013070884	-3.23800366048764	-15.5083312572928	-15.6805518260777	-15.3571395900055
P314SI1R.lib21	-4.67084125248492	-2.19566538905149	-7.33477941535615	-10.1607500155811	-0.687474746805742	-12.3977892128819	-3.13234160039535	-15.5083312572928	-15.6805518260777	-12.2051441349396
P318CA1R.lib21	-6.6425340314043	-2.24411124597635	-7.91219137943183	-9.83465477896081	-0.448441363726759	-12.6759570329417	-4.61977093625167	-15.5083312572928	-15.6805518260777	-15.3571395900055
P318SI1R.lib21	-6.33556771573811	-1.91549349235393	-8.43808262636404	-9.51857254422441	-0.551180905088941	-15.3637013070884	-4.80635565830696	-13.4493098817873	-15.6805518260777	-15.3571395900055
P320CA1R.lib21	-6.49953122023673	-1.60599017828723	-5.94655883376001	-5.17760312534937	-0.858525268545921	-15.3637013070884	-4.50428475020737	-5.57253305117964	-15.6805518260777	-15.3571395900055
P320SI1R.lib20	-6.36717050043953	-2.09006460316139	-6.76406065300811	-5.70132489766015	-0.530121477843633	-15.3637013070884	-5.37939680277279	-6.95213300116069	-15.6805518260777	-15.3571395900055
P321SI1R.lib21	-8.64689616952396	-3.29044419930221	-13.8474489039824	-9.12333421346695	-0.18733647640117	-15.3637013070884	-6.69269985913709	-7.47697116808165	-15.6805518260777	-15.3571395900055
P323CA1R.lib21	-5.19942490550107	-2.16542823464574	-8.71573104555529	-8.37177664433792	-0.541717655890387	-15.3637013070884	-4.18795332140294	-8.55818976856881	-15.6805518260777	-15.3571395900055
P323SI1R.lib20	-5.37534743157031	-2.25496189092932	-7.97868846160632	-7.87177325768981	-0.523045103458735	-15.3637013070884	-4.07921533756029	-8.32863093266328	-15.6805518260777	-15.3571395900055
P325CA1R.lib21	-5.3581138990067	-1.88213597148952	-8.67620673676373	-8.10406827640016	-0.942336520209337	-15.3637013070884	-4.52125424225758	-2.89624048282025	-15.6805518260777	-15.3571395900055
P325SI1R.lib21	-6.65589896561552	-2.04465714009552	-8.45795958800362	-6.67727261640809	-0.71303952422183	-15.3637013070884	-4.4214337119785	-3.67324086238904	-15.6805518260777	-15.3571395900055
P326CA1R.lib21	-4.75838356267618	-2.31943608556048	-8.69056817844861	-10.6048383044227	-0.479524189680707	-15.3637013070884	-4.56549741279056	-12.3052780225638	-15.6805518260777	-15.3571395900055
P326SI1R.lib21	-3.9282567095773	-2.04530966523273	-9.89532282021522	-9.15835722604901	-0.689258132427627	-15.3637013070884	-3.86496221643323	-11.158357226049	-15.6805518260777	-15.3571395900055
P329CA1R.lib21	-7.68720657697262	-1.88701360062733	-13.8474489039824	-12.2600962453932	-0.599832881768649	-15.3637013070884	-3.9933097046983	-8.99706183955941	-15.6805518260777	-15.3571395900055
P329SI1R.lib21	-7.3187455716977	-1.99150962695518	-13.8474489039824	-13.6041477905599	-0.494072355853418	-13.6041477905599	-5.24220401682471	-7.46459643816116	-15.6805518260777	-15.3571395900055
P333CA1R.lib21	-6.67508197942648	-2.8480759697875	-9.21460150938647	-10.73397566848	-0.264944429668587	-9.83351134203096	-6.01881444463219	-12.0559037633674	-15.6805518260777	-13.6408662640886
P333SI1R.lib21	-5.55934510302342	-2.11942541464235	-8.5433446243297	-8.41163894511788	-0.464448207325343	-11.63080746558	-5.80108473049398	-15.5083312572928	-14.63080746558	-15.3571395900055
P334CA1R.lib21	-4.71350978658746	-2.9832014867109	-13.8474489039824	-8.6738979306886	-0.343279778124463	-15.3637013070884	-4.48275644333659	-15.5083312572928	-15.6805518260777	-15.3571395900055
P334SI1R.lib21	-4.41347778443935	-2.70167226417154	-13.8474489039824	-8.90074361127337	-0.438137009507551	-15.3637013070884	-4.07874191325136	-15.5083312572928	-15.6805518260777	-15.3571395900055
P336CA1R.lib21	-4.95589902858787	-2.30350648485389	-13.8474489039824	-9.11750876181818	-0.492177801946401	-8.30306441497426	-4.35343793748938	-15.5083312572928	-15.6805518260777	-11.3905272562246
P336SI1R.lib20	-4.23658862752021	-2.23142692240443	-13.8474489039824	-8.96839251657064	-0.571991606658941	-11.038781844462	-4.08691434013513	-15.5083312572928	-15.6805518260777	-15.3571395900055
