feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Rikenellaceae_RC9_gut_group	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Izemoplasmatales	Abiotrophia	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Angelakisella	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Pseudomonas	Akkermansia	Corynebacterium	Libanicoccus	Campylobacter	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	Megamonas	Allisonella	Veillonellaceae	Methylobacterium.Methylorubrum	f__Xanthobacteraceae.g__unassigned	Sphingobium	Sphingopyxis	Neisseria	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter
4094.1.lib29	0	87	3	0	0	250	0	7	46	0	0	0	0	0	4720	0	0	0	0	25	0	0	64	0	0	0	100	0	5121	0	0	0	0	0	0	0	39	299	0	0	0	0	0	0	0	0	0	0	9	0	0	0	53	0	0	0	889	0	0	99	541	3095	342	525	905	0	0	905	0	0	0	605	993	17	108	64	3	31	322	36	82	0	1286	0	0	18	0	122	0	106	0	0	0	0	71	3389	2560	21	547	0	0	0	5	0	3	0	0	53	26	5	0	12	0	0	0	0	0	9820	0	35	0	0	22	2201	0	2	0	12	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	24	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4095.1.lib29	9	59	0	2	0	48	0	0	6	0	0	163	0	0	4508	0	0	0	0	0	0	0	0	0	2943	0	0	0	81	0	0	0	0	0	0	0	165	0	0	0	8	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	1266	0	0	34	180	1757	810	346	417	0	0	469	0	0	2	465	153	24	69	0	0	0	122	17	16	0	2367	0	33	0	0	0	0	91	0	0	0	283	247	522	557	0	89	0	0	4	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	2207	0	87	0	0	0	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4274	0	0	0	0	0	0	0	969	0	0	0	5	163	42	46	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4003	0	0
4106.1.lib29	0	3	0	0	0	0	0	0	28	0	0	0	0	0	4893	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	46	0	0	0	0	38	0	0	0	0	0	0	6	0	0	0	0	26	0	0	0	58	0	0	0	0	0	0	0	4	2345	0	173	12	0	0	132	0	0	16	446	343	0	43	227	0	0	112	0	0	0	1684	5	0	0	0	126	4	102	0	0	0	0	7	75	1310	20	125	0	21	36	5	0	23	0	0	0	0	0	23	41	2	0	0	0	0	2414	0	26	0	0	3	447	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	4	0	0	0	0	208	2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
4108.1.lib29	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1952	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	35	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	27	0	0	0	3	863	13	2	259	0	0	33	0	0	15	224	88	77	0	0	0	0	34	0	0	0	2439	0	0	0	0	0	10	7	0	0	0	153	4	486	206	0	70	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	1330	0	35	0	0	0	170	0	2	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	36	0	0	0	0	26	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4109.1.lib29	4	583	4	0	0	261	0	0	30	0	0	0	0	0	8537	196	21	0	0	0	0	0	862	0	0	0	3	0	0	0	0	0	0	0	0	0	2	51	0	0	0	0	0	0	0	4	0	0	305	0	0	0	0	0	40	0	11	0	0	987	816	3700	694	586	814	156	0	538	0	0	55	497	40	99	45	8	0	0	245	0	0	0	430	0	0	0	0	12	12	183	0	15	0	1504	12	361	560	0	132	0	8	10	0	3	0	0	0	0	0	75	0	5	3	0	0	0	0	8136	0	139	4	0	103	2515	5	0	0	0	0	18	0	0	0	0	0	10	0	79	176	0	0	0	0	0	148	0	119	68	0	0	0	214	6127	115	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
4115.1.lib29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7269	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	174	168	0	0	0	0	0	0	0	0	0	0	100	7	0	6	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	6234	166	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	6	308	1246	0	0	0	170	32915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	2	0	0
4122.1.lib29	7	0	0	0	0	0	0	0	29	0	0	0	0	0	7431	0	0	0	0	0	0	0	0	0	0	0	101	0	3365	0	0	111	0	0	0	0	209	7	0	0	22	21	0	23	0	0	0	0	265	0	0	0	0	0	13	0	577	0	0	0	76	1176	0	13	2646	35	0	9	0	0	54	376	0	0	2	0	0	0	0	0	0	0	19	31	216	0	44	3	0	14	0	0	0	0	4377	5925	124	0	47	0	5	21	2	0	32	0	0	0	0	0	0	0	2	0	0	0	0	1008	195	72	0	0	0	0	26	0	0	0	0	0	0	0	0	4	0	0	0	0	77	0	0	0	0	72	0	0	52	5104	0	14	0	851	1308	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	335	0	0
4134.1.lib29	0	0	0	0	0	1161	0	0	20	0	0	0	0	0	12061	0	0	0	0	0	0	0	198	0	3342	0	174	0	1684	0	0	0	0	0	0	0	141	0	0	0	0	0	0	6	0	0	0	0	49	0	0	8	0	0	0	0	0	0	0	164	32	2658	0	171	2464	0	0	447	0	0	8	2040	2942	0	0	0	0	0	0	0	39	0	2924	0	444	0	0	7	0	318	0	26	0	373	71	1187	166	0	24	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	66	0	0	0	1183	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	27	0	12	0	0	0	0	2124	269	6	0	0	0	0	0	65	0	0	2	0	0	0	0	0	3546	0	0	2	0	0	0	0	684	361	0	0
4135.1.lib29	25	225	60	0	0	0	0	0	0	0	0	0	0	0	10672	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	2514	0	0	0	0	0	0	0	0	0	0	0	131	1695	0	634	1623	10	0	310	5	0	293	3300	0	0	0	0	0	0	0	0	0	0	3846	0	0	0	0	673	2	0	0	68	0	59	1713	475	3642	0	0	0	0	353	35	0	682	0	0	8	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	17	0	0	0	0	0	2329	0	0	0	0	1184	0	0	7	0	0	0	0	0	0	92	6	161	525	53	62	0	0	0	0	0	0	0	0	0	0	0	0	0
4136.1.lib29	0	2	0	0	0	0	0	0	0	0	2	0	0	0	4115	0	1265	0	0	0	0	0	0	0	0	0	251	0	997	0	0	0	0	0	0	0	27	0	0	0	0	0	0	32	0	0	0	0	16	0	0	0	0	0	0	8	0	0	0	0	7	3166	0	0	0	822	0	201	0	0	2440	494	0	0	0	627	0	0	28	5	0	0	467	0	114	0	95	0	529	172	0	0	0	755	237	3463	477	0	10	0	130	91	501	385	104	66	0	7	5	44	19	307	5	0	0	0	4	4865	13	438	257	0	0	489	254	5	0	2	0	4	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	215	0	1273	12	0	0	0	0	0	0	0	513	0	0	0	2	0	3	0	0	0	8	0	0	0	0	0	1276	0	0
4143.1.lib29	34	89	0	0	0	34	0	0	0	0	0	0	0	0	1865	100	0	0	0	60	0	0	0	0	0	0	282	0	0	0	0	102	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	166	0	0	28	8	0	3	0	0	0	0	134	0	923	49	255	164	0	0	10	91	0	0	29	5	0	20	18	3	0	56	130	0	0	152	0	0	0	0	0	0	42	0	0	26	0	0	393	232	0	9	0	36	6	58	31	0	0	0	215	48	2	0	3	0	0	0	0	0	1182	0	32	7	0	72	904	0	0	0	0	0	0	3	0	0	57	0	0	0	0	26	0	0	0	0	0	232	49	12	0	0	0	32	0	207	0	253	13	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	45	0	0	0	0	0	178	0	0
4153.1.lib29	64	15	7	6	0	184	0	15	12	0	0	0	0	0	0	0	967	0	0	0	1289	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	27	0	0	6	0	0	9	0	0	1	0	2153	105	0	64	92	0	10	0	0	0	0	31	95	2222	14	170	247	24	0	309	0	0	0	171	51	41	79	115	0	0	701	5	10	0	2149	74	9	0	5	22	0	78	0	0	2	0	59	1656	3564	0	51	0	21	19	30	7	23	28	0	26	20	26	0	41	0	0	0	0	0	2458	0	80	76	0	12	1436	0	5	3	17	0	0	0	0	5	0	0	0	0	0	2105	0	0	0	0	0	0	5	43	103	12	28	308	0	2836	70	0	59	1	0	0	2	9	3	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	1179	21	0
4160.1.lib29	0	0	0	0	0	0	0	0	10	0	0	0	0	0	12251	13	995	0	0	8	0	0	694	0	0	0	132	0	973	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	1400	0	0	0	28	7	0	0	0	1720	12773	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	26	0	0	0	0	0	0	11	229	0	28	0	0	282	11	0	107	7	0	0	0	0	0	0	0	0	0	0	0	2947	6	65	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0	128	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
4161.1.lib29	0	0	0	0	0	91	0	0	0	0	0	0	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	377	0	0	17	0	0	0	0	0	14	0	396	0	0	21	0	0	0	0	0	0	0	0	24	4004	81	35	2323	0	0	1813	0	0	49	1395	45	49	0	0	0	41	922	0	0	0	1322	0	0	0	0	0	0	51	0	0	0	74	64	0	2713	0	182	0	0	16	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	566	0	239	95	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	173	85	0	0	0	668	17739	109	5	0	14	0	0	0	0	144	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1344	0	0
4191.1.lib29	0	143	0	0	7	0	0	0	58	0	0	0	0	0	11191	0	88	0	0	238	0	0	0	6	0	0	1858	0	1210	0	0	117	0	0	0	0	149	0	0	0	31	8	15	2	0	0	0	0	144	10	0	0	28	0	0	149	136	0	0	173	14	1953	0	0	280	66	101	236	0	0	56	314	185	9	60	0	0	0	0	5	49	0	286	81	0	0	0	9	105	0	89	28	83	0	193	2854	1219	38	54	12	0	66	226	341	219	0	0	1720	11	0	0	13	32	0	0	7	157	1481	0	256	192	0	1188	3704	15	448	194	65	0	0	445	0	0	102	0	0	0	0	318	0	0	0	0	0	859	0	316	0	0	0	0	478	0	5	47	72	0	0	4	83	0	210	4	132	0	0	19	0	0	0	0	0	0	0	0	0	11085	0	0	0
4195.1.lib29	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	105	0	0	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	3	0	0	5	153	855	0	0	15	0	0	0	0	0	74	1588	96	88	166	0	0	0	178	0	0	0	659	0	0	0	0	15	0	83	0	0	0	131	4683	7	23	0	31	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1243	290	14	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	0	0	0	6	1794	22	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	153	0	0
M001.TI	0	0	0	0	0	171	0	17	0	2	0	0	54	58	5526	0	194	0	178	74	24	0	0	0	0	0	546	0	325	0	244	0	0	0	0	0	80	119	8	0	9	0	0	0	0	0	0	0	0	0	6	0	139	0	26	4	0	0	0	0	61	2378	129	249	1243	15	146	182	69	0	4	2122	34	21	73	1	0	0	59	144	87	0	85	0	0	0	8	7	0	108	0	0	0	0	755	177	2567	3	162	3	36	120	261	11	43	28	0	60	19	28	28	13	0	0	0	15	0	2272	0	18	25	6	14	293	9	3	10	106	0	18	19	5	33	3	0	0	0	0	9	0	0	0	0	448	0	0	0	0	0	144	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M002.TI	0	106	0	0	0	71	0	4	27	0	0	0	0	30	7597	985	0	7	206	42	0	0	170	0	0	0	268	0	1151	0	0	0	716	0	0	0	177	0	13	0	46	0	5	0	0	0	0	0	176	35	0	2	0	0	0	0	514	0	0	1280	30	1018	0	34	95	70	0	0	0	0	37	1502	0	0	0	0	0	0	3	15	4	0	0	0	11	0	18	0	0	47	0	3	0	0	31	1305	3792	0	14	0	1775	273	401	0	287	80	0	13	0	7	0	76	121	0	0	2	0	0	0	100	282	5	0	0	98	0	0	92	0	0	74	0	13	13	0	0	14	0	50	0	0	87	26	582	0	0	18	22280	0	0	0	877	570	17	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M003.TI	0	0	0	0	0	0	0	5	20	0	0	0	0	0	2611	338	0	0	9	96	15	0	0	0	0	0	165	0	261	37	32	58	0	11	0	0	47	291	0	0	2	0	0	0	0	0	0	0	37	2	0	0	5	0	0	0	0	0	0	390	23	509	0	271	339	0	0	270	9	0	0	1286	70	0	31	0	0	0	60	101	22	0	225	0	0	26	0	0	0	76	0	5	0	0	0	867	196	11	68	3	26	12	30	0	18	11	0	2	0	0	0	26	4	0	0	3	0	672	7	58	13	0	4	29	0	0	0	0	0	3	0	0	0	0	4	0	4	0	0	0	0	0	403	371	0	0	55	0	0	34	98	0	3860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	627	0	0
M004.TI	0	0	0	0	0	374	0	6	0	0	3	0	13	16	2379	265	0	0	0	38	0	0	0	91	0	0	119	0	229	0	5	74	0	0	0	0	0	52	0	0	6	0	0	0	0	0	0	0	0	0	0	0	190	0	113	4	0	0	0	0	177	1167	10	100	70	0	7	128	4	0	0	1297	0	10	7	2	0	0	77	73	46	0	83	0	0	2	0	0	3	404	0	7	0	53	0	105	1013	0	28	0	8	6	41	0	30	36	0	13	2	6	11	16	3	0	0	0	0	1759	0	15	0	0	12	205	0	0	0	10	3	2	0	0	13	0	11	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	169	0	53	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M005.TI	0	0	0	0	0	61	5	3	0	0	0	29	0	0	3646	747	164	0	24	28	50	0	0	0	0	0	117	0	88	0	4	52	158	0	0	0	8	20	4	0	0	0	0	0	0	0	0	0	12	0	0	0	14	0	32	0	0	0	0	2	6	113	0	57	168	0	0	10	3	0	0	819	0	0	0	2	0	0	181	529	0	0	2294	0	0	0	0	0	0	45	0	0	0	15	42	1235	1529	0	0	0	87	50	76	0	47	0	22	68	30	6	0	32	10	0	0	0	0	1673	0	51	110	0	0	13	37	0	0	17	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	9	0	0	105	5	621	0	0	0	2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M006.TI	3	158	6	0	0	178	16	0	3	0	0	24	0	44	3385	132	0	0	7	23	0	0	0	0	0	0	242	0	238	0	0	45	0	2	0	0	2	640	0	0	0	0	0	0	0	0	0	0	81	0	0	5	35	0	27	0	0	0	0	868	1226	2761	224	388	340	19	0	63	41	0	0	2922	74	14	88	46	0	0	115	195	25	2	519	0	6	0	5	61	0	273	0	60	0	0	89	263	1150	6	139	5	69	28	12	8	27	6	0	57	0	42	0	17	12	0	0	0	4	4705	0	72	0	0	3	361	10	0	8	10	3	12	10	0	0	3	18	0	0	0	15	0	25	0	92	0	10	0	35	0	16	0	0	2374	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M007.TI	2	0	3	0	0	0	0	0	0	0	0	0	0	0	3141	69	0	0	0	12	0	0	36	0	0	0	44	0	363	0	0	43	0	0	0	0	88	0	0	0	2	0	788	9	0	0	0	0	154	9	0	2	0	0	0	0	3	0	0	0	0	155	0	0	0	0	0	0	0	0	7	1121	0	0	0	0	0	0	0	4	0	0	44	0	217	0	0	0	0	0	0	0	0	0	773	1280	159	0	0	0	38	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	12	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1696	0	0	12	0	10	6	2706	0	0	0	51	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M008.TI	0	40	0	0	0	60	0	0	0	0	0	15	0	0	12276	0	0	0	0	880	0	0	0	0	0	0	1400	0	336	0	0	173	0	0	0	0	0	272	0	0	0	59	475	0	0	0	0	0	9	0	0	0	1326	390	162	0	92	0	0	1103	42	1367	48	1625	271	23	0	272	17	0	0	1559	0	28	0	294	0	0	383	950	0	0	1558	0	0	0	0	0	0	118	0	3	0	13	11	1019	4210	0	77	0	0	23	44	94	16	0	68	841	243	905	52	76	0	0	0	0	0	10743	0	0	1	0	545	426	0	0	82	75	658	0	645	17	0	4	0	0	0	0	60	0	728	0	0	397	89	0	0	0	0	679	0	302	1002	0	0	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M010.TI	0	9	0	0	0	69	0	9	0	0	0	30	0	2	4106	164	0	6	20	56	0	0	128	0	0	0	213	0	26	23	8	0	8	0	540	0	5	40	0	0	5	0	0	0	0	2	3	0	7	2	0	0	226	0	8	0	7	0	0	115	0	365	451	404	557	2	0	95	58	0	0	958	35	62	10	40	0	0	237	150	9	0	52	0	0	0	0	23	0	30	0	9	3	9	0	422	2695	10	23	11	157	0	0	2	0	0	0	111	58	29	3	60	0	0	0	7	0	5979	15	33	7	0	56	205	1	4	0	32	0	0	12	0	27	5	9	0	0	0	140	0	11	0	0	0	8	0	1	0	0	66	114	0	3720	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M011.TI	0	72	0	0	0	0	0	0	6	0	0	0	0	0	2270	107	78	0	0	28	0	0	0	0	0	0	67	0	832	0	48	12	0	0	0	0	6	24	0	0	0	15	16	0	0	0	0	0	4	0	0	0	95	0	201	3	122	0	0	1211	275	910	0	36	129	8	43	19	4	0	0	523	52	15	7	16	0	0	60	148	0	0	487	11	0	0	0	27	0	105	0	0	0	19	0	129	2612	5	21	0	38	81	17	0	38	0	25	50	3	26	0	17	4	0	0	0	0	8385	6	115	6	0	0	863	7	0	0	20	0	0	0	0	16	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	78	0	266	30	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M012.TI	3	71	0	0	0	199	56	0	28	0	0	0	0	0	5815	628	0	0	0	66	0	0	1518	0	0	0	476	0	1318	0	73	53	0	4	0	0	50	1219	0	0	29	20	0	0	0	0	0	0	123	0	0	0	33	11	58	39	0	0	0	882	83	1796	0	1381	507	46	0	1513	36	0	0	4428	417	0	276	0	0	0	71	40	93	0	1732	20	272	0	5	95	0	355	0	12	0	0	1517	1533	2313	16	224	0	129	126	157	23	48	73	20	49	0	21	2	29	5	9	39	3	21	4054	0	191	100	0	14	348	5	120	6	105	0	20	20	5	2	3	0	0	0	2	20	0	0	0	0	648	0	4	168	15	0	437	9	5875	0	7	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M013.TI	0	164	56	1	12	192	0	0	0	0	0	54	94	0	2011	28	0	0	0	13	29	0	133	0	0	0	104	0	712	349	3	8	0	2	0	0	0	330	0	0	0	0	0	0	0	0	0	0	1135	46	0	25	686	0	36	4	21	0	0	391	312	1765	469	1233	993	0	0	286	277	0	0	824	52	114	484	168	0	161	499	198	156	6	244	0	0	73	0	14	0	221	13	46	0	259	0	885	4363	0	129	0	21	21	2	19	0	3	0	75	64	77	0	17	0	0	0	0	0	16850	0	89	0	6	176	790	0	0	0	0	0	0	59	27	0	0	24	0	0	0	0	0	0	0	0	3	23	0	310	0	0	8	191	0	202	127	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M014.TI	0	329	6	0	0	0	2	0	0	0	9	22	0	0	2136	210	0	0	16	36	0	1769	130	0	0	425	146	0	122	0	0	25	0	3	0	0	0	135	0	0	0	0	0	0	0	0	0	0	47	0	0	0	284	0	216	19	117	0	0	2079	142	979	74	204	95	0	0	186	78	0	0	1191	138	24	63	104	13	0	239	20	7	0	438	0	0	0	0	96	0	59	0	0	0	98	0	0	2325	20	34	3	53	24	74	6	23	12	10	248	91	53	41	2	0	0	0	0	0	4715	15	35	0	0	359	138	0	152	6	5	11	0	4	0	10	13	4	0	0	0	0	0	3	12	0	462	0	0	53	0	0	129	567	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	43	0
M015.TI	0	208	0	0	0	91	8	12	0	0	0	0	0	0	2032	656	0	20	0	30	15	0	411	0	0	0	329	18	207	0	81	57	0	10	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	18	0	455	35	220	31	0	0	6	495	112	1030	321	1332	337	0	0	273	24	0	0	1445	15	49	207	13	14	40	186	66	159	0	158	0	0	0	0	61	0	93	0	71	15	88	0	121	2658	33	84	0	27	0	30	82	18	14	0	221	82	122	43	6	3	0	0	0	22	7831	0	64	0	3	614	902	0	0	0	38	65	0	81	9	0	13	12	0	0	0	0	0	21	0	0	0	103	0	0	0	0	277	238	139	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M016.TI	0	24	0	0	0	18	0	4	0	0	0	0	3	0	3095	317	51	3	0	26	0	0	0	0	235	0	220	0	254	0	21	45	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	27	6	0	0	81	0	18	0	0	5	0	48	202	259	17	167	277	7	0	32	2	0	0	278	0	9	0	17	0	0	39	77	8	0	29	0	0	0	0	0	0	21	7	0	0	0	33	4691	385	0	0	11	27	7	4	13	0	5	0	137	53	38	5	28	0	0	0	0	0	6257	2	76	0	0	2	241	7	0	0	26	0	0	4	0	0	6	6	0	0	0	0	0	0	0	0	36	0	2	5	4	4	147	0	823	133	5	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M017.TI	0	824	0	0	0	326	141	60	0	54	0	0	131	0	5807	0	0	0	155	166	0	0	0	0	0	0	2315	0	147	0	639	101	0	0	0	0	9	48	0	107	2	31	0	0	34	0	2	0	8	0	0	0	547	91	777	14	10	0	0	519	69	2088	86	2654	270	15	12	460	75	0	0	1518	35	50	130	159	0	0	134	158	74	0	24	20	0	108	3	65	0	301	0	29	64	44	0	307	1442	52	26	15	126	36	343	93	94	37	6	761	86	193	75	6	13	5	272	6	48	10285	14	95	29	14	397	793	10	88	6	213	46	13	145	0	27	42	121	0	11	0	31	0	0	0	0	616	59	0	14	0	6	100	25	497	35	0	13	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
