feature	Actinobacteriota	Bacteroidota	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Cyanobacteria	Synergistota
4072.4.lib30	0.0327992618068954	0.267259458099153	0.00369096552302659	0.580320442915863	0.000754970220619076	0.114419931213824	0.000754970220619076	0	0	0
4075.2.lib27	0.00914760914760915	0.204178794178794	0.00345114345114345	0.754594594594595	0	0.0101247401247401	0.0146569646569647	0.000103950103950104	0.00374220374220374	0
4075.3.rerun.lib32	0.00820760983015466	0.121928076667616	0.00649966790018028	0.833570547490274	0	0.0139007495967359	0.0134737641142423	0	0.00241958440079704	0
4075.4.lib30	0.00815400649868187	0.300196186622525	0.00652933603089939	0.634939611305254	9.19624793084422e-05	0.0187909999386917	0.0251364110109742	0	0.00616148611366562	0
4076.2.lib27	0.0530283063623425	0.103948131358389	0.0130725844710347	0.602155922197038	0.000421696273259185	0.222629276263771	0.00337357018607348	0.000131780085393495	0	0.00123873280269886
4076.3.lib30	0.0846358899794014	0.208348479340846	0.0165394402035623	0.599660729431722	0	0.089240276263177	0.00157518478129165	0	0	0
4076.4.rerun.lib32	0.198264047510279	0.0192847353651374	0.014846962083143	0.73337466553547	0	0.0282255433009202	0.00247993212817333	0	0	0.0035241140768779
4077.2.lib27	0.00746138613861386	0.157116831683168	0	0.706106930693069	0.00038019801980198	0.128934653465347	0	0	0	0
4080.2.lib27	0.001684157606988	0.00369509206309307	0	0.707848928548985	0	0.00810657952617357	0.278627537233708	3.77050210519701e-05	0	0
4080.3.lib30	0.0035696957094337	0.00559714424343245	0	0.878613017259306	0	0.0153878145144521	0.0966936993137866	0.000138628959589658	0	0
4080.4.lib30	0.003871975019516	0.00499609679937549	0	0.898548009367682	0	0.0167056986729118	0.0756284153005465	0.000249804839968774	0	0
4082.2.lib29	0.00348498138972523	0.16964984234608	0.000972001612100235	0.593892984993243	0.194115834143335	0.0301794646878927	0.00621132737488443	0	0	0.00149356345273939
4082.3.lib29	0.00310397576225625	0.262961697830187	0.00175248392318774	0.555700770795895	0.11414907994594	0.0372031544710617	0.023747642315061	0	0	0.00138119495641068
4082.4.lib29	0.00205028903380129	0.349132898596122	0.00140957371073839	0.422701255802033	0.152290913232907	0.0436967850328901	0.0280206167952843	0	0	0.000697667796224051
4083.3.lib30	0.0281760628581438	0.241223131396542	0.00853289292595651	0.708280159147211	0	0.0137126842329154	0	7.50694392312889e-05	0	0
4083.4.lib30	0.0344446048010776	0.178428825708375	0.00519555491412902	0.766392456823976	0.000144320969836917	0.0152499158127676	0	0.000144320969836917	0	0
4084.2.lib29	0.0122342865881633	0.232910230922159	0.0264566447469032	0.684814191772442	9.1757149411225e-05	0.0417189172656369	0.00137635724116837	0	0	0.000397614314115308
4084.3.lib29	0.0082698428006558	0.321077249493683	0.0228807020927765	0.582168000771531	0.000241103288648857	0.0638200405053525	0.000964413154595429	0.000144661973189314	0	0.000433985919567943
4084.4.lib29	0.0112437041526469	0.326130117661811	0.0189763631423854	0.576229388283977	0	0.0656649041777258	0.0014002382494932	0	0	0.000355284331960961
4086.2.lib27	0.00113308291683482	0.0484742184832211	0	0.454893986899699	0	0.028358116288455	0.466907770154906	0	0	0.000232825256883867
4086.3.lib30	0.00133030753580092	0.09115401383967	0	0.348820050752909	0	0.0204688495634579	0.537500139738187	0	0	0.000726638569975294
4086.4.lib30	0.00145098394849007	0.12677972249932	0	0.496871315861068	0	0.0434388319579215	0.330824340255736	0	0	0.000634805477464406
4092.2.lib27	0.00230541716804804	0.287389930387647	0	0.669684326537038	0.000742231868737419	0.0396531752904263	0.000224918748102248	0	0	0
4092.3.lib30	0.00339789330615019	0.341063540604825	0	0.635151206252124	0.000254841997961264	0.0198776758409786	0.000254841997961264	0	0	0
4096.2.rerun.lib32	0.0100865535337014	0.208239623798814	0.00211272405097799	0.705854290192871	0.000715600081782866	0.0729912083418524	0	0	0	0
4096.4.rerun.lib32	0.0205250596658711	0.291258949880668	0.00346062052505967	0.61008353221957	0.00122315035799523	0.0734486873508353	0	0	0	0
4097.2.lib27	0.0171903881700555	0.14547134935305	0.00905730129390019	0.554467036352434	0	0.272704867529267	0	0	0.0011090573012939	0
